platform,username,rating,tanggal,content,cleaning,case_folding,normalization,tokenization,stopword_removal,stemming,label,sentimen_pred
Shopee,s*****e,5.0,2022-04-18T01:29:24.000Z,"Efektivitas:Oke
Tekstur:Oke
Bahan:Oke

Rambut jadi lembut tapi bukan jadi lurus seperti iklannya. Dan untuk rambut sebahu dibutuhkan satu ruas jari.",Efektivitas Oke Tekstur Oke Bahan Oke Rambut jadi lembut tapi bukan jadi lurus seperti iklannya Dan untuk rambut sebahu dibutuhkan satu ruas jari,efektivitas oke tekstur oke bahan oke rambut jadi lembut tapi bukan jadi lurus seperti iklannya dan untuk rambut sebahu dibutuhkan satu ruas jari,efektivitas oke tekstur oke bahan oke rambut jadi lembut tapi bukan jadi lurus seperti iklannya dan untuk rambut sebahu dibutuhkan satu ruas jari,"['efektivitas', 'oke', 'tekstur', 'oke', 'bahan', 'oke', 'rambut', 'jadi', 'lembut', 'tapi', 'bukan', 'jadi', 'lurus', 'seperti', 'iklannya', 'dan', 'untuk', 'rambut', 'sebahu', 'dibutuhkan', 'satu', 'ruas', 'jari']","['efektivitas', 'oke', 'tekstur', 'oke', 'bahan', 'oke', 'rambut', 'jadi', 'lembut', 'bukan', 'jadi', 'lurus', 'iklannya', 'rambut', 'sebahu', 'dibutuhkan', 'satu', 'ruas', 'jari']","['efektivitas', 'oke', 'tekstur', 'oke', 'bahan', 'oke', 'rambut', 'jadi', 'lembut', 'bukan', 'jadi', 'lurus', 'iklan', 'rambut', 'bahu', 'butuh', 'satu', 'ruas', 'jari']",Positif,Positif
Shopee,f*****7,5.0,2023-02-05T14:46:08.000Z,"Tekstur:teksturnya cream lembut
Performa:mudah di gunakan, lembut nyaman bgt bikin rambut ga mudah kusut
Cocok Untuk:semua jenis rambut",Tekstur teksturnya cream lembut Performa mudah di gunakan lembut nyaman bgt bikin rambut ga mudah kusut Cocok Untuk semua jenis rambut,tekstur teksturnya cream lembut performa mudah di gunakan lembut nyaman bgt bikin rambut ga mudah kusut cocok untuk semua jenis rambut,tekstur teksturnya cream lembut performa mudah di gunakan lembut nyaman banget bikin rambut tidak mudah kusut cocok untuk semua jenis rambut,"['tekstur', 'teksturnya', 'cream', 'lembut', 'performa', 'mudah', 'di', 'gunakan', 'lembut', 'nyaman', 'banget', 'bikin', 'rambut', 'tidak', 'mudah', 'kusut', 'cocok', 'untuk', 'semua', 'jenis', 'rambut']","['tekstur', 'teksturnya', 'cream', 'lembut', 'performa', 'mudah', 'gunakan', 'lembut', 'nyaman', 'banget', 'bikin', 'rambut', 'tidak', 'mudah', 'kusut', 'cocok', 'semua', 'jenis', 'rambut']","['tekstur', 'tekstur', 'cream', 'lembut', 'performa', 'mudah', 'guna', 'lembut', 'nyaman', 'banget', 'bikin', 'rambut', 'tidak', 'mudah', 'kusut', 'cocok', 'semua', 'jenis', 'rambut']",Positif,Positif
Shopee,m*****i,5.0,2022-06-07T06:44:04.000Z,"Tekstur:bagus
Bahan:bagus
Efektivitas:bagus

Klo dipake sih lumayan ya cm klo perubahan blm klihata  sih smpai skrg, msh dicoba...",Tekstur bagus Bahan bagus Efektivitas bagus Klo dipake sih lumayan ya cm klo perubahan blm klihata sih smpai skrg msh dicoba,tekstur bagus bahan bagus efektivitas bagus klo dipake sih lumayan ya cm klo perubahan blm klihata sih smpai skrg msh dicoba,tekstur bagus bahan bagus efektivitas bagus kalau dipake sih lumayan ya cm kalau perubahan belum klihata sih smpai sekarang masih dicoba,"['tekstur', 'bagus', 'bahan', 'bagus', 'efektivitas', 'bagus', 'kalau', 'dipake', 'sih', 'lumayan', 'ya', 'cm', 'kalau', 'perubahan', 'belum', 'klihata', 'sih', 'smpai', 'sekarang', 'masih', 'dicoba']","['tekstur', 'bagus', 'bahan', 'bagus', 'efektivitas', 'bagus', 'kalau', 'dipake', 'sih', 'lumayan', 'cm', 'kalau', 'perubahan', 'belum', 'klihata', 'sih', 'smpai', 'sekarang', 'dicoba']","['tekstur', 'bagus', 'bahan', 'bagus', 'efektivitas', 'bagus', 'kalau', 'dipake', 'sih', 'lumayan', 'cm', 'kalau', 'ubah', 'belum', 'klihata', 'sih', 'smpai', 'sekarang', 'coba']",Positif,Positif
Shopee,s*****_,5.0,2023-01-25T08:51:00.000Z,"Tekstur:cream
Performa:blm coba
Cocok Untuk:rambut

pengiriman cepat
produk sudah sampai
pakai buble wrap
dan kerdus
terimakasih",Tekstur cream Performa blm coba Cocok Untuk rambut pengiriman cepat produk sudah sampai pakai buble wrap dan kerdus terimakasih,tekstur cream performa blm coba cocok untuk rambut pengiriman cepat produk sudah sampai pakai buble wrap dan kerdus terimakasih,tekstur cream performa belum coba cocok untuk rambut pengiriman cepat produk sudah sampai pakai buble wrap dan kerdus terimakasih,"['tekstur', 'cream', 'performa', 'belum', 'coba', 'cocok', 'untuk', 'rambut', 'pengiriman', 'cepat', 'produk', 'sudah', 'sampai', 'pakai', 'buble', 'wrap', 'dan', 'kerdus', 'terimakasih']","['tekstur', 'cream', 'performa', 'belum', 'coba', 'cocok', 'rambut', 'pengiriman', 'cepat', 'produk', 'pakai', 'buble', 'wrap', 'kerdus', 'terimakasih']","['tekstur', 'cream', 'performa', 'belum', 'coba', 'cocok', 'rambut', 'kirim', 'cepat', 'produk', 'pakai', 'buble', 'wrap', 'kerdus', 'terimakasih']",Positif,Positif
Shopee,o*****c,5.0,2022-08-29T09:55:00.000Z,Dah lama ngewishlist ini. Karena di barbershop rambut aku pernah dikasih ini dan emang bikin rambut halus banget. Langsung beli pas diskon gede. Produk pasti oke dan udah halal juga.,Dah lama ngewishlist ini Karena di barbershop rambut aku pernah dikasih ini dan emang bikin rambut halus banget Langsung beli pas diskon gede Produk pasti oke dan udah halal juga,dah lama ngewishlist ini karena di barbershop rambut aku pernah dikasih ini dan emang bikin rambut halus banget langsung beli pas diskon gede produk pasti oke dan udah halal juga,dah lama ngewishlist ini karena di barbershop rambut aku pernah dikasih ini dan memang bikin rambut halus banget langsung beli pas diskon gede produk pasti oke dan sudah halal juga,"['dah', 'lama', 'ngewishlist', 'ini', 'karena', 'di', 'barbershop', 'rambut', 'aku', 'pernah', 'dikasih', 'ini', 'dan', 'memang', 'bikin', 'rambut', 'halus', 'banget', 'langsung', 'beli', 'pas', 'diskon', 'gede', 'produk', 'pasti', 'oke', 'dan', 'sudah', 'halal', 'juga']","['dah', 'lama', 'ngewishlist', 'barbershop', 'rambut', 'aku', 'pernah', 'dikasih', 'memang', 'bikin', 'rambut', 'halus', 'banget', 'langsung', 'beli', 'pas', 'diskon', 'gede', 'produk', 'oke', 'halal']","['dah', 'lama', 'ngewishlist', 'barbershop', 'rambut', 'aku', 'pernah', 'kasih', 'memang', 'bikin', 'rambut', 'halus', 'banget', 'langsung', 'beli', 'pas', 'diskon', 'gede', 'produk', 'oke', 'halal']",Positif,Positif
Shopee,saripahyani96,5.0,2024-07-11T05:52:26.000Z,"Tekstur:creamy
Aroma:good
Efek:good

Botol kedua kali nya, enak banget ketika di apply rambut jadi lembut",Tekstur creamy Aroma good Efek good Botol kedua kali nya enak banget ketika di apply rambut jadi lembut,tekstur creamy aroma good efek good botol kedua kali nya enak banget ketika di apply rambut jadi lembut,tekstur creamy aroma bagus efek bagus botol kedua kali nya enak banget ketika di apply rambut jadi lembut,"['tekstur', 'creamy', 'aroma', 'bagus', 'efek', 'bagus', 'botol', 'kedua', 'kali', 'nya', 'enak', 'banget', 'ketika', 'di', 'apply', 'rambut', 'jadi', 'lembut']","['tekstur', 'creamy', 'aroma', 'bagus', 'efek', 'bagus', 'botol', 'kedua', 'kali', 'nya', 'enak', 'banget', 'apply', 'rambut', 'jadi', 'lembut']","['tekstur', 'creamy', 'aroma', 'bagus', 'efek', 'bagus', 'botol', 'dua', 'kali', 'nya', 'enak', 'banget', 'apply', 'rambut', 'jadi', 'lembut']",Positif,Positif
Shopee,r*****r,5.0,2024-03-17T04:17:49.000Z,"Tips Pengguna:jangan kebanyakan pakenya
Wangi:wangi enak
Kemasan:box oke

kalo pake kebanyakan jd gampang lepek",Tips Pengguna jangan kebanyakan pakenya Wangi wangi enak Kemasan box oke kalo pake kebanyakan jd gampang lepek,tips pengguna jangan kebanyakan pakenya wangi wangi enak kemasan box oke kalo pake kebanyakan jd gampang lepek,tips pengguna jangan kebanyakan pakenya wangi wangi enak kemasan box oke kalau pakai kebanyakan jadi gampang lepek,"['tips', 'pengguna', 'jangan', 'kebanyakan', 'pakenya', 'wangi', 'wangi', 'enak', 'kemasan', 'box', 'oke', 'kalau', 'pakai', 'kebanyakan', 'jadi', 'gampang', 'lepek']","['tips', 'pengguna', 'jangan', 'kebanyakan', 'pakenya', 'wangi', 'wangi', 'enak', 'kemasan', 'box', 'oke', 'kalau', 'pakai', 'kebanyakan', 'jadi', 'gampang', 'lepek']","['tips', 'guna', 'jangan', 'banyak', 'pakenya', 'wangi', 'wangi', 'enak', 'kemas', 'box', 'oke', 'kalau', 'pakai', 'banyak', 'jadi', 'gampang', 'lepek']",Positif,Positif
Shopee,rikakristina772,3.0,2023-09-24T04:22:26.000Z,Sudah 3x pemakaian tp hasil tidak signifikan seperti yg diiklankan. Rambut tetap mengembang dan bergelombang. Harga terlalu mahal untuk kualitas seperti ini dan ukuran sekecil ini. Terima kasih.,Sudah x pemakaian tp hasil tidak signifikan seperti yg diiklankan Rambut tetap mengembang dan bergelombang Harga terlalu mahal untuk kualitas seperti ini dan ukuran sekecil ini Terima kasih,sudah x pemakaian tp hasil tidak signifikan seperti yg diiklankan rambut tetap mengembang dan bergelombang harga terlalu mahal untuk kualitas seperti ini dan ukuran sekecil ini terima kasih,sudah x pemakaian tapi hasil tidak signifikan seperti yang diiklankan rambut tetap mengembang dan bergelombang harga terlalu mahal untuk kualitas seperti ini dan ukuran sekecil ini terima kasih,"['sudah', 'x', 'pemakaian', 'tapi', 'hasil', 'tidak', 'signifikan', 'seperti', 'yang', 'diiklankan', 'rambut', 'tetap', 'mengembang', 'dan', 'bergelombang', 'harga', 'terlalu', 'mahal', 'untuk', 'kualitas', 'seperti', 'ini', 'dan', 'ukuran', 'sekecil', 'ini', 'terima', 'kasih']","['x', 'pemakaian', 'hasil', 'tidak', 'signifikan', 'diiklankan', 'rambut', 'tetap', 'mengembang', 'bergelombang', 'harga', 'terlalu', 'mahal', 'kualitas', 'ukuran', 'sekecil', 'terima', 'kasih']","['x', 'pakai', 'hasil', 'tidak', 'signifikan', 'iklan', 'rambut', 'tetap', 'kembang', 'gelombang', 'harga', 'terlalu', 'mahal', 'kualitas', 'ukur', 'kecil', 'terima', 'kasih']",Netral,Netral
Shopee,lindamarnilawati,4.0,2023-08-21T07:16:12.000Z,"Paket sudah sampai,terima kasih,klu tentang kualitasny blum tau sih krn blum dicoba. Barang tdk ada yg rusak dan dikemas dg aman,tp kecil ya barangny wlupun 10 ml dg harga sgtu,mdh²an cocok dan bagus kualitasnya🙂",Paket sudah sampai terima kasih klu tentang kualitasny blum tau sih krn blum dicoba Barang tdk ada yg rusak dan dikemas dg aman tp kecil ya barangny wlupun ml dg harga sgtu mdh an cocok dan bagus kualitasnya,paket sudah sampai terima kasih klu tentang kualitasny blum tau sih krn blum dicoba barang tdk ada yg rusak dan dikemas dg aman tp kecil ya barangny wlupun ml dg harga sgtu mdh an cocok dan bagus kualitasnya,paket sudah sampai terima kasih klu tentang kualitasny blum tau sih karena blum dicoba barang tidak ada yang rusak dan dikemas dg aman tapi kecil ya barangny wlupun ml dg harga sgtu mdh an cocok dan bagus kualitasnya,"['paket', 'sudah', 'sampai', 'terima', 'kasih', 'klu', 'tentang', 'kualitasny', 'blum', 'tau', 'sih', 'karena', 'blum', 'dicoba', 'barang', 'tidak', 'ada', 'yang', 'rusak', 'dan', 'dikemas', 'dg', 'aman', 'tapi', 'kecil', 'ya', 'barangny', 'wlupun', 'ml', 'dg', 'harga', 'sgtu', 'mdh', 'an', 'cocok', 'dan', 'bagus', 'kualitasnya']","['paket', 'terima', 'kasih', 'klu', 'kualitasny', 'blum', 'tau', 'sih', 'blum', 'dicoba', 'barang', 'tidak', 'rusak', 'dikemas', 'dg', 'aman', 'kecil', 'barangny', 'wlupun', 'ml', 'dg', 'harga', 'sgtu', 'mdh', 'an', 'cocok', 'bagus', 'kualitasnya']","['paket', 'terima', 'kasih', 'klu', 'kualitasny', 'blum', 'tau', 'sih', 'blum', 'coba', 'barang', 'tidak', 'rusak', 'kemas', 'dg', 'aman', 'kecil', 'barangny', 'wlupun', 'ml', 'dg', 'harga', 'sgtu', 'mdh', 'an', 'cocok', 'bagus', 'kualitas']",Positif,Positif
Shopee,e*****p,5.0,2024-05-30T15:46:31.000Z,"Thank you seller, barangnya sudah diterima dengan baik,pengiriman cepat dan expired lama",Thank you seller barangnya sudah diterima dengan baik pengiriman cepat dan expired lama,thank you seller barangnya sudah diterima dengan baik pengiriman cepat dan expired lama,thank you seller barangnya sudah diterima dengan baik pengiriman cepat dan expired lama,"['thank', 'you', 'seller', 'barangnya', 'sudah', 'diterima', 'dengan', 'baik', 'pengiriman', 'cepat', 'dan', 'expired', 'lama']","['thank', 'you', 'seller', 'barangnya', 'diterima', 'baik', 'pengiriman', 'cepat', 'expired', 'lama']","['thank', 'you', 'seller', 'barang', 'terima', 'baik', 'kirim', 'cepat', 'expired', 'lama']",Positif,Positif
Shopee,j*****p,5.0,2023-10-13T03:12:14.000Z,"Pengemasan bagus banget. Dilapisi buble wrap dulu baru diberi kotak kardus. Senang bgt dpt hadiah shamponya. Baru pertama kali mau coba. Semoga bisa mengamankan rambut singa, ngembang dan tidak sehat ini. Semoga makin sering promo besar ya hehe. Makasih seller.",Pengemasan bagus banget Dilapisi buble wrap dulu baru diberi kotak kardus Senang bgt dpt hadiah shamponya Baru pertama kali mau coba Semoga bisa mengamankan rambut singa ngembang dan tidak sehat ini Semoga makin sering promo besar ya hehe Makasih seller,pengemasan bagus banget dilapisi buble wrap dulu baru diberi kotak kardus senang bgt dpt hadiah shamponya baru pertama kali mau coba semoga bisa mengamankan rambut singa ngembang dan tidak sehat ini semoga makin sering promo besar ya hehe makasih seller,pengemasan bagus banget dilapisi buble wrap dulu baru diberi kotak kardus senang banget dapat hadiah shamponya baru pertama kali mau coba semoga bisa mengamankan rambut singa ngembang dan tidak sehat ini semoga makin sering promo besar ya hehe terima kasih seller,"['pengemasan', 'bagus', 'banget', 'dilapisi', 'buble', 'wrap', 'dulu', 'baru', 'diberi', 'kotak', 'kardus', 'senang', 'banget', 'dapat', 'hadiah', 'shamponya', 'baru', 'pertama', 'kali', 'mau', 'coba', 'semoga', 'bisa', 'mengamankan', 'rambut', 'singa', 'ngembang', 'dan', 'tidak', 'sehat', 'ini', 'semoga', 'makin', 'sering', 'promo', 'besar', 'ya', 'hehe', 'terima', 'kasih', 'seller']","['pengemasan', 'bagus', 'banget', 'dilapisi', 'buble', 'wrap', 'dulu', 'baru', 'diberi', 'kotak', 'kardus', 'senang', 'banget', 'hadiah', 'shamponya', 'baru', 'pertama', 'kali', 'mau', 'coba', 'semoga', 'mengamankan', 'rambut', 'singa', 'ngembang', 'tidak', 'sehat', 'semoga', 'makin', 'sering', 'promo', 'besar', 'hehe', 'terima', 'kasih', 'seller']","['emas', 'bagus', 'banget', 'lapis', 'buble', 'wrap', 'dulu', 'baru', 'beri', 'kotak', 'kardus', 'senang', 'banget', 'hadiah', 'shamponya', 'baru', 'pertama', 'kali', 'mau', 'coba', 'moga', 'aman', 'rambut', 'singa', 'ngembang', 'tidak', 'sehat', 'moga', 'makin', 'sering', 'promo', 'besar', 'hehe', 'terima', 'kasih', 'seller']",Positif,Positif
Shopee,dedeqnaufal737,4.0,2025-03-19T05:01:14.000Z,"Tekstur:memiliki konsestesi yang pas
Aroma:wangi segar yang tahan lama
Efek:lembab",Tekstur memiliki konsestesi yang pas Aroma wangi segar yang tahan lama Efek lembab,tekstur memiliki konsestesi yang pas aroma wangi segar yang tahan lama efek lembab,tekstur memiliki konsestesi yang pas aroma wangi segar yang tahan lama efek lembab,"['tekstur', 'memiliki', 'konsestesi', 'yang', 'pas', 'aroma', 'wangi', 'segar', 'yang', 'tahan', 'lama', 'efek', 'lembab']","['tekstur', 'memiliki', 'konsestesi', 'pas', 'aroma', 'wangi', 'segar', 'tahan', 'lama', 'efek', 'lembab']","['tekstur', 'milik', 'konsestesi', 'pas', 'aroma', 'wangi', 'segar', 'tahan', 'lama', 'efek', 'lembab']",Positif,Positif
Shopee,azizahaini37,5.0,2023-10-09T16:28:59.000Z,"Aku suka banget sama produk ini, selain membntu melembutkan rambut juga membntu merapikan rmbut. Aromanya juga harum banget. Tapi aku gasuka sama kurir nya. Masa paket di tarok sembarangan. Aku rasanya mau ksh bintang satu aja ke kurirnya",Aku suka banget sama produk ini selain membntu melembutkan rambut juga membntu merapikan rmbut Aromanya juga harum banget Tapi aku gasuka sama kurir nya Masa paket di tarok sembarangan Aku rasanya mau ksh bintang satu aja ke kurirnya,aku suka banget sama produk ini selain membntu melembutkan rambut juga membntu merapikan rmbut aromanya juga harum banget tapi aku gasuka sama kurir nya masa paket di tarok sembarangan aku rasanya mau ksh bintang satu aja ke kurirnya,aku suka banget sama produk ini selain membntu melembutkan rambut juga membntu merapikan rmbut aromanya juga harum banget tapi aku gasuka sama kurir nya masa paket di tarok sembarangan aku rasanya mau ksh bintang satu saja ke kurirnya,"['aku', 'suka', 'banget', 'sama', 'produk', 'ini', 'selain', 'membntu', 'melembutkan', 'rambut', 'juga', 'membntu', 'merapikan', 'rmbut', 'aromanya', 'juga', 'harum', 'banget', 'tapi', 'aku', 'gasuka', 'sama', 'kurir', 'nya', 'masa', 'paket', 'di', 'tarok', 'sembarangan', 'aku', 'rasanya', 'mau', 'ksh', 'bintang', 'satu', 'saja', 'ke', 'kurirnya']","['aku', 'suka', 'banget', 'sama', 'produk', 'membntu', 'melembutkan', 'rambut', 'membntu', 'merapikan', 'rmbut', 'aromanya', 'harum', 'banget', 'aku', 'gasuka', 'sama', 'kurir', 'nya', 'masa', 'paket', 'tarok', 'sembarangan', 'aku', 'rasanya', 'mau', 'ksh', 'bintang', 'satu', 'kurirnya']","['aku', 'suka', 'banget', 'sama', 'produk', 'membntu', 'lembut', 'rambut', 'membntu', 'rapi', 'rmbut', 'aroma', 'harum', 'banget', 'aku', 'gasuka', 'sama', 'kurir', 'nya', 'masa', 'paket', 'tarok', 'sembarang', 'aku', 'rasa', 'mau', 'ksh', 'bintang', 'satu', 'kurir']",Positif,Positif
Shopee,r*****c,5.0,2024-07-23T22:02:11.000Z,"Tekstur:jel
Aroma:tidak menyengat
Efek:shinny

Bagus ya rambut singa jadi kuyup gitu. Buat catokan oke. Tapi lama lama jadi lepek. Harga lumayan pricely yah",Tekstur jel Aroma tidak menyengat Efek shinny Bagus ya rambut singa jadi kuyup gitu Buat catokan oke Tapi lama lama jadi lepek Harga lumayan pricely yah,tekstur jel aroma tidak menyengat efek shinny bagus ya rambut singa jadi kuyup gitu buat catokan oke tapi lama lama jadi lepek harga lumayan pricely yah,tekstur jel aroma tidak menyengat efek shinny bagus ya rambut singa jadi kuyup gitu buat catokan oke tapi lama lama jadi lepek harga lumayan pricely yah,"['tekstur', 'jel', 'aroma', 'tidak', 'menyengat', 'efek', 'shinny', 'bagus', 'ya', 'rambut', 'singa', 'jadi', 'kuyup', 'gitu', 'buat', 'catokan', 'oke', 'tapi', 'lama', 'lama', 'jadi', 'lepek', 'harga', 'lumayan', 'pricely', 'yah']","['tekstur', 'jel', 'aroma', 'tidak', 'menyengat', 'efek', 'shinny', 'bagus', 'rambut', 'singa', 'jadi', 'kuyup', 'gitu', 'buat', 'catokan', 'oke', 'lama', 'lama', 'jadi', 'lepek', 'harga', 'lumayan', 'pricely', 'yah']","['tekstur', 'jel', 'aroma', 'tidak', 'sengat', 'efek', 'shinny', 'bagus', 'rambut', 'singa', 'jadi', 'kuyup', 'gitu', 'buat', 'catokan', 'oke', 'lama', 'lama', 'jadi', 'lepek', 'harga', 'lumayan', 'pricely', 'yah']",Positif,Positif
Shopee,s*****i,5.0,2024-11-24T16:05:45.000Z,"Tekstur:lembut
Aroma:wangi
Efek:rambut jadi halus

Udah 2x beli, rambut jadi halus, wangi dan gampang di atur rambut jadi tidak kelihatan kering lagi",Tekstur lembut Aroma wangi Efek rambut jadi halus Udah x beli rambut jadi halus wangi dan gampang di atur rambut jadi tidak kelihatan kering lagi,tekstur lembut aroma wangi efek rambut jadi halus udah x beli rambut jadi halus wangi dan gampang di atur rambut jadi tidak kelihatan kering lagi,tekstur lembut aroma wangi efek rambut jadi halus sudah x beli rambut jadi halus wangi dan gampang di atur rambut jadi tidak kelihatan kering lagi,"['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'rambut', 'jadi', 'halus', 'sudah', 'x', 'beli', 'rambut', 'jadi', 'halus', 'wangi', 'dan', 'gampang', 'di', 'atur', 'rambut', 'jadi', 'tidak', 'kelihatan', 'kering', 'lagi']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'rambut', 'jadi', 'halus', 'x', 'beli', 'rambut', 'jadi', 'halus', 'wangi', 'gampang', 'atur', 'rambut', 'jadi', 'tidak', 'kelihatan', 'kering']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'rambut', 'jadi', 'halus', 'x', 'beli', 'rambut', 'jadi', 'halus', 'wangi', 'gampang', 'atur', 'rambut', 'jadi', 'tidak', 'lihat', 'kering']",Positif,Positif
Shopee,d*****5,5.0,2023-09-18T01:50:03.000Z,"Alhamdulillah pesann sdh sy terima dg baik dan aman, pemgirimamya cepat, baru pertama kali pake product ini moga cocok, terimakasih seller, shopee n kurir 🙏",Alhamdulillah pesann sdh sy terima dg baik dan aman pemgirimamya cepat baru pertama kali pake product ini moga cocok terimakasih seller shopee n kurir,alhamdulillah pesann sdh sy terima dg baik dan aman pemgirimamya cepat baru pertama kali pake product ini moga cocok terimakasih seller shopee n kurir,alhamdulillah pesann sdh saya terima dg baik dan aman pemgirimamya cepat baru pertama kali pakai product ini moga cocok terimakasih seller shopee n kurir,"['alhamdulillah', 'pesann', 'sdh', 'saya', 'terima', 'dg', 'baik', 'dan', 'aman', 'pemgirimamya', 'cepat', 'baru', 'pertama', 'kali', 'pakai', 'product', 'ini', 'moga', 'cocok', 'terimakasih', 'seller', 'shopee', 'n', 'kurir']","['alhamdulillah', 'pesann', 'sdh', 'terima', 'dg', 'baik', 'aman', 'pemgirimamya', 'cepat', 'baru', 'pertama', 'kali', 'pakai', 'product', 'moga', 'cocok', 'terimakasih', 'seller', 'shopee', 'n', 'kurir']","['alhamdulillah', 'pesann', 'sdh', 'terima', 'dg', 'baik', 'aman', 'pemgirimamya', 'cepat', 'baru', 'pertama', 'kali', 'pakai', 'product', 'moga', 'cocok', 'terimakasih', 'seller', 'shopee', 'n', 'kurir']",Positif,Positif
Shopee,gekdwiarsuta,5.0,2021-09-07T14:15:18.000Z,"Bahan:lembut
Tekstur:lembut
Efektivitas:bagus

Ini sih produk yang bener bener bagus banget dan ga nyesel beli lagi",Bahan lembut Tekstur lembut Efektivitas bagus Ini sih produk yang bener bener bagus banget dan ga nyesel beli lagi,bahan lembut tekstur lembut efektivitas bagus ini sih produk yang bener bener bagus banget dan ga nyesel beli lagi,bahan lembut tekstur lembut efektivitas bagus ini sih produk yang benar benar bagus banget dan tidak nyesel beli lagi,"['bahan', 'lembut', 'tekstur', 'lembut', 'efektivitas', 'bagus', 'ini', 'sih', 'produk', 'yang', 'benar', 'benar', 'bagus', 'banget', 'dan', 'tidak', 'nyesel', 'beli', 'lagi']","['bahan', 'lembut', 'tekstur', 'lembut', 'efektivitas', 'bagus', 'sih', 'produk', 'benar', 'benar', 'bagus', 'banget', 'tidak', 'nyesel', 'beli']","['bahan', 'lembut', 'tekstur', 'lembut', 'efektivitas', 'bagus', 'sih', 'produk', 'benar', 'benar', 'bagus', 'banget', 'tidak', 'nyesel', 'beli']",Positif,Positif
Shopee,v*****m,5.0,2024-10-31T03:07:55.000Z,"Tekstur:krim
Aroma:wangi
Efek:rambut lebih lembut

Pengiriman baik, kualitas baik, wangi, rambut jd ga semekar biasanya",Tekstur krim Aroma wangi Efek rambut lebih lembut Pengiriman baik kualitas baik wangi rambut jd ga semekar biasanya,tekstur krim aroma wangi efek rambut lebih lembut pengiriman baik kualitas baik wangi rambut jd ga semekar biasanya,tekstur krim aroma wangi efek rambut lebih lembut pengiriman baik kualitas baik wangi rambut jadi tidak semekar biasanya,"['tekstur', 'krim', 'aroma', 'wangi', 'efek', 'rambut', 'lebih', 'lembut', 'pengiriman', 'baik', 'kualitas', 'baik', 'wangi', 'rambut', 'jadi', 'tidak', 'semekar', 'biasanya']","['tekstur', 'krim', 'aroma', 'wangi', 'efek', 'rambut', 'lebih', 'lembut', 'pengiriman', 'baik', 'kualitas', 'baik', 'wangi', 'rambut', 'jadi', 'tidak', 'semekar', 'biasanya']","['tekstur', 'krim', 'aroma', 'wangi', 'efek', 'rambut', 'lebih', 'lembut', 'kirim', 'baik', 'kualitas', 'baik', 'wangi', 'rambut', 'jadi', 'tidak', 'mekar', 'biasa']",Positif,Positif
Shopee,p*****7,5.0,2025-01-23T11:47:21.000Z,"Tekstur:kental
Aroma:gak ada
Efek:baru coba

Semoga bermanfaat dan memperbaiki rambut aku. Pengiriman cepet",Tekstur kental Aroma gak ada Efek baru coba Semoga bermanfaat dan memperbaiki rambut aku Pengiriman cepet,tekstur kental aroma gak ada efek baru coba semoga bermanfaat dan memperbaiki rambut aku pengiriman cepet,tekstur kental aroma tidak ada efek baru coba semoga bermanfaat dan memperbaiki rambut aku pengiriman cepat,"['tekstur', 'kental', 'aroma', 'tidak', 'ada', 'efek', 'baru', 'coba', 'semoga', 'bermanfaat', 'dan', 'memperbaiki', 'rambut', 'aku', 'pengiriman', 'cepat']","['tekstur', 'kental', 'aroma', 'tidak', 'efek', 'baru', 'coba', 'semoga', 'bermanfaat', 'memperbaiki', 'rambut', 'aku', 'pengiriman', 'cepat']","['tekstur', 'kental', 'aroma', 'tidak', 'efek', 'baru', 'coba', 'moga', 'manfaat', 'baik', 'rambut', 'aku', 'kirim', 'cepat']",Positif,Positif
Shopee,e*****y,5.0,2025-02-20T09:27:26.000Z,"Wanginya lembut. Cukup sedikit pemakaian dioleskan ke telapak tangan, lalu diusap.ke rambut. Hasilnya seperti memakai hair serum. Rambut lebih lembut.",Wanginya lembut Cukup sedikit pemakaian dioleskan ke telapak tangan lalu diusap ke rambut Hasilnya seperti memakai hair serum Rambut lebih lembut,wanginya lembut cukup sedikit pemakaian dioleskan ke telapak tangan lalu diusap ke rambut hasilnya seperti memakai hair serum rambut lebih lembut,wanginya lembut cukup sedikit pemakaian dioleskan ke telapak tangan lalu diusap ke rambut hasilnya seperti memakai hair serum rambut lebih lembut,"['wanginya', 'lembut', 'cukup', 'sedikit', 'pemakaian', 'dioleskan', 'ke', 'telapak', 'tangan', 'lalu', 'diusap', 'ke', 'rambut', 'hasilnya', 'seperti', 'memakai', 'hair', 'serum', 'rambut', 'lebih', 'lembut']","['wanginya', 'lembut', 'cukup', 'sedikit', 'pemakaian', 'dioleskan', 'telapak', 'tangan', 'lalu', 'diusap', 'rambut', 'hasilnya', 'memakai', 'hair', 'serum', 'rambut', 'lebih', 'lembut']","['wangi', 'lembut', 'cukup', 'sedikit', 'pakai', 'oles', 'telapak', 'tangan', 'lalu', 'usap', 'rambut', 'hasil', 'pakai', 'hair', 'serum', 'rambut', 'lebih', 'lembut']",Positif,Positif
